  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,99999,80,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,99999,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,99999,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,96,96,96,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,99999,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,99999,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,99999,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,96,96,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,99999,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,96,96,96,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,99999,72,80,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,99999,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,96,96,96,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,99999,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,99999,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,99999,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,99999,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,99999,96,200,96,200,96,96,200,200,200,96,96,96,96,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,99999,200,96,200,96,96,200,200,200,96,96,96,96,96,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,80,72,72,99999,72,80,72,72,80,80,80,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,99999,200,96,96,200,200,200,96,96,96,96,96,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,99999,72,72,80,80,80,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,99999,96,200,200,200,96,96,96,96,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,99999,200,200,200,96,96,96,96,96,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,99999,80,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,99999,80,72,72,72,72,72,80],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,80,99999,72,72,72,72,72,80],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,99999,96,96,96,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,99999,96,96,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,99999,96,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,96,99999,96,200],
  [96,96,200,200,200,96,96,96,200,96,200,96,200,200,96,200,200,96,200,200,96,96,200,96,200,200,200,200,96,96,200,96,200,96,96,200,200,200,96,96,96,96,99999,200],
  [72,72,80,80,80,72,72,72,80,72,80,72,80,80,72,80,80,72,80,80,72,72,80,72,80,80,80,80,72,72,80,72,80,72,72,80,80,80,72,72,72,72,72,99999],
];
