  [3,3,3,3,3,3,3,3,3,3,99999,8,8,3,3,15,15,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,99999,8,3,3,15,15,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,99999,3,3,15,15,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,99999,3,15,15,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,15,15,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,15,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,8,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,8,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,15,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,15,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,3,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,8,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,8,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,8,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,3,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,3,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,8,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,3,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,15,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,15,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,3,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,8,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,15,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,15,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,3,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,8,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,3,15,8,15,15,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,15,8,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,8,15,15,3,3,15,15,3,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,15,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,15,3,3,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,3,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,3,15,15,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,15,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,15,3,8,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,3,8,15,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999,8,15,3],
  [8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99999,15,3],
  [15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,99999,3],
  [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99999],
];
